ModelGeneID	5h-OKF6.uninfected.sc.rep1	5h-OKF6.uninfected.sc.rep2	5h-OKF6.infected-Candida.SC5314.rep1	5h-OKF6.infected-Candida.SC5314.rep2
1806.1	1.6657	1.2942	1.3212	1.1477
7083.1	51.3344	32.9126	51.0444	23.5081
7084.1	0.6964	0.4435	0.6353	0.2161
1854.1	14.7945	20.3053	19.1851	16.1692
3704.1	33.3044	26.8724	33.6421	22.7800
10682.1	125.0386	83.1086	84.2898	83.8056
1892.1	42.1458	41.2277	39.7681	34.3110
549.1	3.8183	3.6470	5.1146	4.8849
1891.1	16.0761	10.3153	18.6814	9.6036
1962.1	1.0404	1.0601	1.0152	0.6153
11001.1	0.1561	0.0696	0.1742	0.0590
28231.1	0.2986	0.2827	0.4417	0.8209
53919.1	0.0106	0.0000	0.0000	0.0000
10257.1	2.3574	3.6400	1.7921	2.6170
28232.1	5.1718	4.3318	3.5515	4.6784
2109.2	4.1882	2.3996	4.4533	1.6649
2108.1	25.2606	25.7426	27.1478	25.2539
2109.1	4.1882	2.3996	4.4533	1.6649
2110.1	3.9753	4.5075	3.0652	3.7146
55500.1	3.2426	7.6242	3.5613	12.1649
55224.1	0.5813	0.2043	0.7032	0.3834
8790.1	1.0282	2.5835	1.0118	1.6159
51086.1	0.0000	0.0026	0.0000	0.0000
2181.1	36.0309	42.3336	36.8082	48.6976
2182.1	14.9323	22.2406	17.3437	25.0765
2180.1	2.9611	2.3931	2.2692	1.6073
2181.2	36.0309	42.3336	36.8082	48.6976
51703.1	0.4800	0.2214	0.5888	0.1755
81616.1	1.0527	0.0636	1.4471	0.0060
23305.1	0.1493	0.0158	0.2035	0.0056
2182.2	14.9323	22.2406	17.3437	25.0765
116285.1	0.1434	0.0658	0.2077	0.0144
5167.1	0.1303	0.1388	0.2615	0.1220
5169.1	0.2120	0.0094	0.2931	0.0213
6785.1	5.5754	8.4176	5.2759	12.4395
79071.1	17.0847	19.7853	14.4597	19.4950
60481.1	44.9458	49.5868	35.8765	48.0718
54898.1	0.0515	0.0183	0.0407	0.0000
1579.1	0.0132	0.0000	0.0139	0.0000
2194.1	124.3851	140.7024	56.1222	58.0123
376497.2	4.2899	1.4214	3.5165	1.2670
10999.1	24.4123	19.1188	18.3581	12.4664
376497.1	4.2899	1.4214	3.5165	1.2670
11000.1	4.6721	3.3361	3.9451	1.8126
226.2	287.9391	225.6581	323.3995	303.0359
229.1	0.0630	0.0199	0.1106	0.0000
226.3	287.9391	225.6581	323.3995	303.0359
230.1	8.2887	4.0502	12.1292	4.4091
226.1	287.9391	225.6581	323.3995	303.0359
2203.1	1.3732	0.0183	1.6578	0.0372
5210.1	4.0583	2.0406	13.5395	9.4670
5207.1	0.1751	0.1361	0.2898	0.0602
5209.1	8.6774	5.7342	39.2430	40.1429
5208.1	4.0206	4.4787	3.8816	6.8771
8789.1	0.4930	0.0093	0.4986	0.0000
2235.1	6.0644	5.9534	4.4123	3.0986
2235.2	6.0644	5.9534	4.4123	3.0986
10840.1	0.1014	0.0391	0.1186	0.0121
79901.1	1.4966	0.7472	1.4770	1.1972
197258.1	3.0098	3.0697	2.0648	0.7755
125061.1	4.9464	3.9934	4.7550	2.8881
1719.1	6.5027	7.0068	6.5669	3.0124
2356.1	27.3011	17.6297	22.7722	11.1396
29988.1	6.5782	4.4441	4.5275	2.1665
6514.1	0.0000	0.0036	0.0000	0.0000
155184.1	2.0067	0.0277	2.4662	0.0134
6518.1	0.1923	0.0055	0.2349	0.0123
66035.1	0.7643	0.4912	0.6953	0.0604
160428.1	0.4356	0.6780	0.4015	0.6532
25902.1	13.6703	20.6262	12.2565	15.8095
4522.1	14.2281	15.6778	10.3386	9.8156
2519.1	10.5599	16.8705	9.3182	20.2267
2517.1	8.8763	4.0884	6.1451	3.4611
2184.1	5.0212	3.9065	3.4391	1.8570
2271.1	70.7449	68.8968	70.6987	60.6553
2523.1	6.7378	4.2088	6.4670	4.8417
2525.1	8.2201	4.9801	10.2197	6.2120
10690.1	0.0000	0.0000	0.0040	0.0000
8703.1	10.1754	8.0027	8.2515	8.6658
8704.2	25.0199	22.3323	23.3152	12.9125
8704.1	25.0199	22.3323	23.3152	12.9125
2683.1	91.9545	55.0320	90.8056	57.2591
9334.1	18.1550	14.6572	15.9376	18.9277
2820.1	15.9993	21.9886	15.7090	19.1544
5832.1	31.7775	39.4131	19.5227	27.7803
9563.1	3.1283	3.3594	1.8265	1.5601
2539.1	61.9643	33.5928	42.8907	25.8738
2542.1	5.2463	4.0655	4.6717	1.7697
2593.1	3.3813	3.0996	4.0440	2.1331
2593.2	3.3813	3.0996	4.0440	2.1331
9514.1	0.0427	0.0000	0.0719	0.0000
5476.1	26.6724	14.3786	23.9713	13.5764
2720.1	22.9351	21.5011	21.4818	23.1074
2588.1	1.7062	1.7493	1.3423	1.9372
4758.1	10.3650	8.9810	7.9835	8.6358
2581.1	1.6856	2.5792	2.0020	2.5574
2583.1	0.3923	0.2519	0.5081	0.1600
55790.1	0.6023	0.1537	0.7087	0.0785
55454.1	7.8658	12.1378	14.0856	35.5409
79586.1	40.5919	54.1990	28.5811	35.0172
22856.1	7.7232	9.8409	9.5751	8.5709
337876.1	0.0588	0.3032	0.0688	0.1888
26290.1	0.1314	0.0033	0.2238	0.0067
79695.1	0.9271	0.3068	1.0716	0.2370
2589.1	13.4456	24.8105	10.2284	24.4595
50614.1	0.2142	0.0017	0.3268	0.0000
8693.1	0.4243	0.4332	0.6226	0.3252
55568.2	2.7168	4.8758	1.5136	2.7984
114805.1	0.0197	0.4409	0.0249	0.2154
11226.1	11.7735	11.8635	9.1584	8.1503
117248.1	0.1179	0.0021	0.1624	0.0000
11227.1	15.3180	24.4226	22.8157	41.4172
55568.1	2.7168	4.8758	1.5136	2.7984
2590.1	22.8280	31.2129	18.2204	25.9055
51809.1	3.4678	6.1344	4.0596	6.1049
79623.1	4.1138	4.9840	2.9562	4.2017
63917.1	3.8566	3.9505	3.5036	2.6022
2591.1	20.7000	41.4978	22.2735	64.7834
81031.1	0.9368	0.0110	1.3555	0.0248
126792.1	4.2075	4.2090	3.2021	2.0827
11285.1	4.5184	4.0993	4.5559	2.0584
8972.1	0.3896	1.5065	0.6144	2.0163
2618.1	16.8643	21.7367	13.4379	21.6416
2618.2	16.8643	21.7367	13.4379	21.6416
175.1	10.7660	10.9204	10.8440	11.5826
2629.2	17.4327	13.9517	13.3172	10.0787
2629.3	17.4327	13.9517	13.3172	10.0787
2629.4	17.4327	13.9517	13.3172	10.0787
2629.5	17.4327	13.9517	13.3172	10.0787
2629.1	17.4327	13.9517	13.3172	10.0787
26301.1	1.7398	0.3002	2.0298	0.0834
4329.1	0.7937	0.8088	0.8523	0.7205
7915.1	0.6056	0.3241	0.6870	0.1608
7915.2	0.6056	0.3241	0.6870	0.1608
275.1	1.6420	0.9508	1.7118	0.8967
2731.1	0.7075	0.0471	0.9083	0.0399
2653.1	0.5476	0.8845	0.2019	0.6153
2651.1	0.1279	0.0175	0.1557	0.0091
55343.1	6.3755	5.5298	3.7190	3.0628
7264.1	28.4222	22.1826	18.8917	11.4455
8836.1	18.2128	24.8813	18.6566	29.4590
79017.1	21.6293	32.7887	22.9973	37.4403
8908.1	0.1271	0.0000	0.1487	0.0000
2998.1	0.0164	0.0331	0.0000	0.0132
2992.1	4.8658	6.8218	3.6199	2.9839
2997.1	22.7602	17.7076	33.9291	23.0734
2687.1	1.3221	0.0040	2.1584	0.0546
6472.1	29.8697	33.5189	21.4841	25.9582
6470.1	3.2767	2.6678	2.8447	1.1546
6470.2	3.2767	2.6678	2.8447	1.1546
2717.1	19.5172	16.4942	17.5657	24.9668
2632.1	8.4261	11.3349	10.4330	14.6479
2990.1	24.4921	18.6710	17.1950	16.4438
8372.1	3.7290	2.7732	3.7017	3.9363
26035.1	5.0036	7.1538	5.4547	5.8945
54480.1	14.7747	16.5693	7.5818	7.7465
2131.1	33.1589	28.7726	27.9860	21.5885
2132.1	38.0592	50.8833	26.4741	52.0415
2132.2	38.0592	50.8833	26.4741	52.0415
27087.2	0.0000	0.0000	0.0095	0.0000
135152.1	0.0392	0.0705	0.1074	0.1762
27087.1	0.0000	0.0000	0.0095	0.0000
26229.1	10.8754	8.1405	10.4287	5.6828
4669.1	5.7059	6.6769	3.7543	3.8712
64579.1	0.0069	0.0000	0.0437	0.0000
3340.1	12.9776	16.8128	7.6246	6.7783
9348.1	0.0000	0.0087	0.0309	0.0000
8509.1	0.1991	0.0851	0.1165	0.1243
2137.1	6.8760	7.3040	4.7453	3.9577
2135.1	2.0125	2.8880	1.5254	1.9827
2134.1	0.5275	0.0067	0.6812	0.0046
56606.1	5.8290	7.1758	5.7302	5.7338
154091.1	1.9296	1.0497	1.8567	1.2852
11182.1	24.5586	12.1836	19.0842	8.0463
56606.2	5.8290	7.1758	5.7302	5.7338
144195.1	0.3878	0.0011	0.6030	0.1593
6523.1	0.5525	1.3386	1.1743	1.1514
178.4	2.5144	4.7152	2.7258	4.3398
178.5	2.5144	4.7152	2.7258	4.3398
178.1	2.5144	4.7152	2.7258	4.3398
178.3	2.5144	4.7152	2.7258	4.3398
178.2	2.5144	4.7152	2.7258	4.3398
178.6	2.5144	4.7152	2.7258	4.3398
5834.1	71.7385	45.0216	41.7982	22.4700
5837.1	0.1912	0.0673	0.3266	0.0207
5836.1	44.6819	49.5068	45.9481	59.4225
2729.1	7.5844	5.7678	7.5407	6.2970
2730.1	5.4559	10.0927	4.6317	8.1136
2747.1	19.3358	20.7086	13.5931	14.6569
2746.1	20.3828	24.7445	19.7836	25.2457
10841.1	2.1169	0.0090	3.0850	0.0000
10841.2	2.1169	0.0090	3.0850	0.0000
2744.1	6.9245	15.5983	7.9065	26.8773
27165.2	0.2113	0.0853	0.1964	0.0150
27165.1	0.2113	0.0853	0.1964	0.0150
83733.1	0.5591	0.0809	0.8463	0.0479
79751.1	10.3422	9.4712	7.2867	3.4722
2639.1	6.7265	6.1380	5.3224	3.3211
2639.2	6.7265	6.1380	5.3224	3.3211
57084.1	0.0061	0.0072	0.0000	0.0000
246213.1	0.0602	0.0014	0.0762	0.0000
57030.1	0.1969	0.0142	0.2795	0.0000
54363.1	0.0290	0.0069	0.0915	0.0000
51179.2	0.0548	0.0065	0.0578	0.0000
51179.1	0.0548	0.0065	0.0578	0.0000
2628.1	0.2983	0.0917	0.2856	0.0839
9380.1	14.9019	10.6191	12.2832	6.3144
2710.2	0.1681	0.1625	0.2226	0.7632
2712.1	0.0265	0.0000	0.0279	0.0000
2710.1	0.1681	0.1625	0.2226	0.7632
2713.1	0.0465	0.0623	0.0000	0.0870
3029.1	5.2291	2.6739	6.8966	2.5063
6536.1	4.6245	1.6706	4.0358	2.4263
6536.2	4.6245	1.6706	4.0358	2.4263
5226.1	74.3542	66.8872	50.0521	50.1278
27232.1	2.5208	0.2557	3.6416	0.0771
57678.1	1.8526	2.7884	1.0559	1.0677
284098.1	4.2848	7.4902	2.9832	3.2766
80055.1	0.9197	1.9904	1.4871	2.3033
93183.1	2.8960	4.4931	2.2346	1.5782
54965.1	4.0231	5.6279	3.4756	3.7632
2936.1	15.3448	12.7934	11.0383	6.5980
7001.3	49.6774	39.8456	41.1378	34.5214
5052.3	160.7253	202.8933	147.6624	213.9659
2877.1	4.6185	2.8971	3.7979	1.5571
2876.2	189.1846	138.7319	253.3695	114.1493
5052.2	160.7253	202.8933	147.6624	213.9659
2876.1	189.1846	138.7319	253.3695	114.1493
5052.1	160.7253	202.8933	147.6624	213.9659
7001.1	49.6774	39.8456	41.1378	34.5214
2879.1	88.2480	41.2004	143.2710	42.6514
7001.2	49.6774	39.8456	41.1378	34.5214
2878.1	20.7485	10.3236	17.7248	15.5097
257202.1	0.0000	0.0000	0.1075	0.0000
2882.1	0.3653	0.0973	0.4168	0.0122
10935.1	32.7711	43.5669	32.9573	33.3681
10935.2	32.7711	43.5669	32.9573	33.3681
2937.1	49.5043	33.5476	42.1743	23.8689
2679.1	0.6190	0.0022	1.0473	0.0000
2678.1	2.5017	2.7900	3.0448	2.5202
2678.3	2.5017	2.7900	3.0448	2.5202
2678.2	2.5017	2.7900	3.0448	2.5202
2977.1	0.0220	0.0011	0.0232	0.0000
2983.1	0.4077	0.7082	0.3494	0.3494
4882.2	1.1720	1.1756	1.4449	0.8016
2982.1	0.2901	0.8018	0.3385	0.2185
2974.1	0.0697	0.0045	0.0401	0.0000
2986.1	0.0208	0.0000	0.0292	0.0000
4882.1	1.1720	1.1756	1.4449	0.8016
2984.1	0.0185	0.0146	0.1038	0.0148
4881.1	1.3015	0.0049	1.9508	0.0289
3000.1	0.7262	0.0121	1.2213	0.0000
9615.1	0.5470	2.2540	0.7477	1.7953
763.1	0.2451	0.0008	0.4212	0.0000
11238.1	0.7187	0.5410	0.7430	0.2724
23556.1	3.3439	5.0683	2.8801	4.2004
23556.2	3.3439	5.0683	2.8801	4.2004
55650.1	3.3331	3.1013	2.2445	1.4719
53905.1	5.9272	8.4561	4.7714	6.7229
50506.1	0.5182	0.1288	0.6451	0.1638
53905.2	5.9272	8.4561	4.7714	6.7229
343.1	1.3765	0.0300	2.2131	0.0000
84720.2	8.9822	7.1065	7.4610	5.1431
5281.1	0.4963	1.3863	0.4684	1.3029
84720.1	8.9822	7.1065	7.4610	5.1431
5281.2	0.4963	1.3863	0.4684	1.3029
54872.1	10.0300	10.6098	9.4257	8.6452
80235.1	1.0981	0.6279	0.7767	0.1094
10026.1	3.7486	6.9847	4.2684	8.5837
8733.1	33.3517	27.0848	23.6757	16.7495
128869.1	12.7843	11.4511	10.1832	9.0492
94005.1	13.5814	11.9663	9.7940	9.1381
51604.1	70.7113	52.9594	53.7735	55.3992
3028.1	61.3748	76.4506	59.4233	56.7241
3033.1	21.8527	33.1402	17.7125	26.6528
3038.2	45.8962	39.1816	37.4077	38.8078
3036.1	1.3092	0.0408	1.7662	0.0277
3038.1	45.8962	39.1816	37.4077	38.8078
3037.1	0.9336	9.4387	1.4364	21.1535
27235.1	8.1087	12.0128	6.4501	8.9205
6522.1	17.1576	22.5757	13.1514	12.3716
83697.1	1.2744	0.0955	2.1181	0.0625
6521.1	3.2177	0.0173	5.0354	0.0586
6508.2	13.2549	10.7713	12.6524	10.8126
6508.1	13.2549	10.7713	12.6524	10.8126
2645.1	0.1561	0.0074	0.2499	0.0050
3099.1	17.6937	20.7598	62.4818	104.7222
3098.3	40.6916	34.1144	35.3551	32.9068
2645.2	0.1561	0.0074	0.2499	0.0050
80201.1	0.2840	0.0615	0.2928	0.0194
3098.2	40.6916	34.1144	35.3551	32.9068
2645.3	0.1561	0.0074	0.2499	0.0050
3098.1	40.6916	34.1144	35.3551	32.9068
3098.4	40.6916	34.1144	35.3551	32.9068
3101.1	0.1252	0.0000	0.2307	0.0000
3098.5	40.6916	34.1144	35.3551	32.9068
3081.1	0.1812	0.0613	0.2181	0.0969
11112.1	8.3092	7.2262	8.5426	6.3576
3067.1	0.0586	0.0000	0.1782	0.0000
495.1	1.1250	0.0110	1.6730	0.0000
496.1	0.0000	0.0000	0.0000	0.0000
8942.1	4.7115	5.0676	5.8749	7.4818
3157.1	68.8400	110.0589	67.9654	144.4090
3157.2	68.8400	110.0589	67.9654	144.4090
3158.1	0.0801	0.0047	0.1476	0.0000
3155.1	3.6662	2.0174	3.5840	1.0587
54511.1	0.0268	0.0013	0.0452	0.0000
3162.1	4.3447	2.5225	7.0114	14.7982
3163.1	29.1629	33.6920	26.3310	26.9672
26062.1	0.0000	0.0000	0.0000	0.0000
197257.1	0.3491	0.1033	0.7355	0.0613
197257.2	0.3491	0.1033	0.7355	0.0613
6448.1	3.6843	3.5622	2.4634	1.8246
3290.2	14.4076	7.6489	16.3771	17.4200
3290.1	14.4076	7.6489	16.3771	17.4200
3291.1	2.3580	0.7266	2.6765	0.2395
3292.1	0.5913	0.5975	0.9200	0.6462
7923.1	7.6704	5.2327	7.5473	4.7450
3294.1	2.7731	2.4262	2.6060	3.9235
51478.1	2.8956	4.7188	2.9056	6.4511
3283.1	0.2528	0.0025	0.4217	0.0169
3284.1	0.0331	0.0000	0.0464	0.0000
80270.1	0.4229	0.2759	0.4998	0.2318
57026.1	0.6542	0.5226	0.3938	0.1500
3421.2	25.7553	15.5602	24.0668	11.9813
3420.3	70.6722	38.7000	65.0556	31.7357
3419.1	5.6505	7.7010	4.4760	4.1904
3420.1	70.6722	38.7000	65.0556	31.7357
3421.1	25.7553	15.5602	24.0668	11.9813
3420.2	70.6722	38.7000	65.0556	31.7357
3417.1	17.7718	20.4338	14.5513	16.3241
3418.1	8.8532	4.0368	10.4432	2.7012
7173.4	0.0903	0.0045	0.1030	0.0000
7173.1	0.0903	0.0045	0.1030	0.0000
7173.3	0.0903	0.0045	0.1030	0.0000
7173.2	0.0903	0.0045	0.1030	0.0000
7173.5	0.0903	0.0045	0.1030	0.0000
3425.1	2.1426	1.5638	2.5890	1.8900
587.1	12.4414	7.5879	13.9927	5.7752
8501.1	1.5593	0.0414	2.7632	0.0000
55586.1	3.1526	0.0068	4.2567	0.0575
114134.1	0.4312	0.9792	0.5029	0.9867
6526.1	1.3520	2.8144	3.4947	8.6734
3422.1	19.5694	28.2874	27.6615	48.0909
91734.1	0.5303	0.0448	0.4389	0.0000
160728.1	0.0493	0.0015	0.1038	0.0000
8802.1	11.3670	12.4362	11.4108	10.0820
8801.1	6.4882	8.9393	6.9661	7.5804
8803.1	6.1758	9.6913	7.4850	9.8430
6560.1	33.1334	27.3027	23.9737	18.4178
10723.1	0.3769	0.0081	0.3339	0.0069
9990.1	2.2522	3.4616	2.6689	6.2402
57468.1	0.0438	0.0056	0.0284	0.0081
3795.1	2.1026	1.2879	2.5515	0.5873
3795.2	2.1026	1.2879	2.5515	0.5873
84679.1	3.8606	3.2504	3.1668	2.8864
23315.1	5.0984	3.0051	4.1606	1.5820
8564.1	0.2251	0.2120	0.4103	0.8268
3938.1	0.3439	0.0120	0.4857	0.0000
53.1	9.1673	7.5857	8.0147	5.8161
3931.1	22.8833	13.8293	19.4986	8.3252
387775.1	0.0563	0.0000	0.0169	0.0000
124637.1	0.0323	0.0214	0.0681	0.0052
366.1	0.0080	0.0358	0.0000	0.0000
11283.1	0.0840	0.0009	0.0846	0.0000
4047.1	21.1281	17.9479	17.4166	13.8779
5321.1	2.1305	4.8452	1.4144	6.0063
1178.1	0.0000	0.0000	0.0000	0.0325
29124.1	0.3258	0.0000	0.5338	0.0000
51268.1	0.2663	0.0135	0.4408	0.0204
4023.1	0.0059	0.0000	0.0000	0.0000
3990.1	0.0943	0.0047	0.0732	0.0000
1056.1	4.2622	0.9951	3.8223	0.6318
80339.1	4.4911	2.9267	3.5230	2.0068
11343.1	2.2598	3.1492	3.2740	2.8667
11343.2	2.2598	3.1492	3.2740	2.8667
50487.1	0.2195	0.0474	0.2010	0.0383
9227.1	0.3165	0.1474	0.5951	0.6638
6309.1	10.6117	22.2123	11.5045	29.4767
4048.1	12.8402	15.4312	10.8735	15.9062
4056.1	0.0432	0.0102	0.0910	0.0000
4259.1	11.7034	10.2970	17.5212	13.8577
4056.2	0.0432	0.0102	0.0910	0.0000
4258.1	13.7821	15.6101	11.6040	20.3830
2954.1	2.0949	1.7690	2.2323	1.4181
2954.3	2.0949	1.7690	2.2323	1.4181
2954.2	2.0949	1.7690	2.2323	1.4181
2548.1	13.0379	17.9514	8.2760	13.6609
56922.1	4.5088	4.4417	3.4884	3.0355
64087.1	8.9143	12.4958	7.2425	7.0826
23417.1	0.3838	0.3614	0.2986	0.0383
4357.1	3.5673	3.4446	3.7938	4.3481
4191.1	70.8898	68.7918	52.7160	50.0420
4190.1	23.6578	25.0936	25.6758	26.7115
4200.1	5.3848	7.7693	4.3663	5.4468
4199.1	8.9478	17.3332	6.9806	15.9252
10873.1	0.1609	0.2174	0.1554	0.1238
3620.1	0.0631	0.0019	0.1164	0.0253
1557.1	0.0000	0.0000	0.0000	0.0000
1543.1	14.7450	5.0713	4.5617	2.2490
1545.1	4.3136	3.6319	0.7663	2.1672
1544.1	1.0944	0.0402	1.3118	0.0530
4143.1	0.0070	0.0000	0.0147	0.0000
27430.2	8.6054	8.9278	10.7430	7.6722
4144.1	97.1981	80.6453	40.1183	42.4758
27430.1	8.6054	8.9278	10.7430	7.6722
4548.1	4.8875	6.0336	5.7490	3.2507
4598.1	5.6657	5.3984	4.6405	2.5496
3635.1	8.7102	9.1444	5.2777	3.5953
8867.2	1.5754	2.6122	1.6125	1.7814
3636.1	20.3909	15.3137	19.8117	11.0803
27124.2	1.2222	0.2754	1.5067	0.2399
8867.1	1.5754	2.6122	1.6125	1.7814
27124.1	1.2222	0.2754	1.5067	0.2399
3633.1	1.3834	0.6998	1.5908	0.6338
56623.1	18.7146	10.7856	20.4164	9.7740
3632.1	3.7292	2.6477	2.9992	1.8894
3628.1	4.3967	4.5052	3.7464	4.6526
3706.1	1.0703	0.1456	0.8553	0.0987
80271.1	7.3369	6.0207	17.6355	21.4000
3707.1	2.1179	2.6005	1.2792	0.9189
51477.1	5.4388	3.1085	3.9625	2.4341
3631.2	1.4169	1.6549	1.4226	1.1732
3631.1	1.4169	1.6549	1.4226	1.1732
8821.1	3.0168	3.7790	6.6353	6.7689
2595.1	1.6940	2.7446	3.8113	5.7626
84693.1	1.8066	3.3830	2.1034	0.9539
4594.1	7.3248	8.9357	6.0743	7.5702
116255.1	0.0231	0.0109	0.4384	0.0186
80168.1	0.0933	0.0000	0.3144	0.0000
4507.1	3.8912	3.6778	5.3564	3.1569
10797.1	10.9023	14.3018	12.2468	19.9642
56913.1	1.9784	4.1563	2.7093	4.7663
443.1	0.0220	0.0062	0.0093	0.0106
91703.1	0.0198	0.0000	0.0417	0.0000
4668.1	9.7779	6.1090	8.1637	4.4756
9498.1	0.2161	0.0603	0.3408	0.0425
57282.1	0.0102	0.0008	0.0503	0.0000
6528.1	2.7977	0.0801	4.3649	0.0113
481.1	83.3781	75.0960	81.1471	85.7883
478.1	2.5626	0.0416	3.7897	0.0282
477.1	0.8050	0.0087	1.1192	0.0000
23439.1	0.0000	0.0000	0.0114	0.0000
483.1	72.4880	75.5496	60.3052	93.0940
476.1	115.2198	103.8216	52.9730	87.0118
480.1	0.2416	0.0039	0.3365	0.0296
482.1	0.5028	0.0074	0.6620	0.0063
6548.1	31.5651	30.0774	24.2783	24.2065
6550.1	0.7213	0.3392	0.8962	0.5195
6549.1	0.0817	0.0672	0.1269	0.0759
84735.1	0.0789	0.0042	0.1209	0.0000
55748.1	15.3315	16.4585	13.2393	12.7772
6559.1	1.0120	0.0099	1.3423	0.0100
123041.2	0.3143	0.0862	0.5041	0.0401
57419.1	0.2617	0.5823	0.2757	0.4674
9187.1	1.0681	1.0245	0.9789	0.2046
123041.3	0.3143	0.0862	0.5041	0.0401
25769.1	0.0215	0.0000	0.0454	0.0038
123041.1	0.3143	0.0862	0.5041	0.0401
124583.1	22.1853	22.8041	16.5076	18.3102
79077.1	12.2414	19.0895	10.1170	10.9745
9583.1	8.5618	10.9945	8.8806	13.5530
1841.1	23.6468	23.0516	19.4449	14.7817
4832.1	10.7754	8.5399	7.7296	4.7172
4831.1	3.2975	3.4172	2.7336	1.6521
4830.1	18.0559	8.9628	20.5967	12.9833
10201.1	4.2621	4.2879	3.6791	2.0279
29922.2	2.0456	3.1309	2.4289	3.2692
29922.1	2.0456	3.1309	2.4289	3.2692
4830.2	18.0559	8.9628	20.5967	12.9833
4833.1	14.0673	10.8956	22.2051	8.7125
57127.1	0.6010	0.0666	0.7853	0.0061
6005.1	0.1750	0.0064	0.3403	0.0000
6557.1	0.0165	0.0000	0.0348	0.0000
6558.1	3.3908	6.4028	3.8286	5.8438
349565.1	0.2908	0.1765	0.2042	0.0958
64802.1	1.3678	1.8881	1.0350	0.5646
23057.1	1.1602	0.8407	1.6875	0.6775
23057.2	1.1602	0.8407	1.6875	0.6775
10135.1	5.4237	8.8076	6.9385	14.5107
4837.1	0.2028	0.2567	0.1857	0.3326
5409.1	0.0530	0.0000	0.0000	0.0000
4846.1	0.1556	0.1136	0.2732	0.0347
201288.1	0.1514	0.0179	0.0000	0.0000
4842.1	1.1854	0.0111	1.6085	0.0142
4843.2	0.4561	0.0044	0.7531	0.0000
4843.1	0.4561	0.0044	0.7531	0.0000
645740.1	0.0000	0.0000	0.0000	0.0000
4860.1	23.6906	22.0680	18.9554	26.2549
6580.1	0.0891	0.0659	0.0704	0.1161
55808.1	2.3139	0.6536	3.1607	0.4733
30833.1	13.2531	11.6507	16.4282	11.7412
5251.1	1.0522	1.0609	1.3504	0.6956
56953.1	0.5906	0.2205	1.2995	0.0737
4907.1	75.4263	95.2901	75.6187	108.6412
3704.2	33.3044	26.8724	33.6421	22.7800
6476.1	0.0000	0.0000	0.0000	0.0000
5009.1	0.0162	0.0000	0.0342	0.0000
5019.1	13.3345	16.8437	12.7341	12.0072
64064.1	0.3805	0.0867	0.2079	0.0339
1629.1	1.5848	2.5683	1.2664	1.4382
594.1	1.9261	2.8688	2.2735	2.7645
593.1	0.6229	0.0653	0.8624	0.0143
594.2	1.9261	2.8688	2.2735	2.7645
26873.1	2.8603	1.7177	2.4857	1.3774
4942.1	37.8905	44.0980	40.1690	47.6517
7372.1	11.9671	13.8826	9.0031	7.2020
1836.1	2.0694	2.9634	1.8397	1.9825
10861.1	0.4256	0.1674	0.2779	0.1395
10861.3	0.4256	0.1674	0.2779	0.1395
10861.2	0.4256	0.1674	0.2779	0.1395
1811.1	0.0228	0.0090	0.0962	0.0000
1583.1	0.1180	0.0140	0.2019	0.0000
1584.1	0.0061	0.0000	0.0129	0.0000
1585.1	0.0964	0.0000	0.0923	0.0000
1586.1	0.3724	0.0018	0.7206	0.0000
1588.1	0.0214	0.0000	0.0386	0.0000
1588.2	0.0214	0.0000	0.0386	0.0000
1576.1	0.0164	0.0097	0.0173	0.0000
1589.1	0.0088	0.0251	0.0186	0.0497
1593.1	0.6902	0.2614	0.7998	0.1593
1553.1	2.2939	0.0035	3.6791	0.0000
1548.1	0.1000	0.0079	0.2107	0.0000
1562.1	0.0639	0.0202	0.0673	0.0000
1558.1	0.1301	0.1208	0.1898	0.0482
1558.2	0.1301	0.1208	0.1898	0.0482
1559.1	0.0848	0.0060	0.0893	0.0000
1565.1	1.6645	0.4214	2.6633	0.3889
1572.1	1.1519	0.0020	1.3039	0.0345
51302.1	0.2482	0.1018	0.2963	0.1793
64816.1	0.1174	0.0046	0.1443	0.0079
64816.3	0.1174	0.0046	0.1443	0.0079
64816.2	0.1174	0.0046	0.1443	0.0079
1577.1	0.1682	0.1665	0.2255	0.1074
1551.1	0.1352	0.0669	0.1683	0.0148
10858.1	0.5146	0.0085	0.7363	0.0000
66002.1	0.0625	0.0091	0.0912	0.0116
4051.1	0.3909	0.4002	0.4904	0.3102
8529.1	0.8437	0.3567	0.8801	0.2169
9420.1	0.0338	0.0027	0.1426	0.0000
1582.1	0.0290	0.0014	0.0122	0.0000
5831.1	2.5950	2.5263	1.4842	1.0235
5831.2	2.5950	2.5263	1.4842	1.0235
5051.1	3.2414	4.0691	2.5732	1.9282
5049.1	14.9984	19.7715	16.5851	18.1812
5050.1	14.8542	7.4731	16.8124	6.8415
5048.1	17.4394	18.5073	18.2068	18.9400
7941.1	0.0889	0.0541	0.2141	0.0000
347734.1	34.8960	33.0477	21.3852	29.5892
57194.1	0.1591	0.0014	0.1934	0.0000
5338.1	16.8171	12.3924	18.7685	14.3423
5337.1	0.4803	0.4907	0.5144	0.3100
130013.1	0.2680	0.1094	0.3310	0.0668
5091.1	10.5429	12.7440	8.9376	12.3613
5091.2	10.5429	12.7440	8.9376	12.3613
5244.1	0.0275	0.0154	0.0362	0.0083
5244.3	0.0275	0.0154	0.0362	0.0083
