ModelGeneID,90m-HUVEC.control-Candida.SC5314.rep1,90m-HUVEC.control-Candida.SC5314.rep2,90m-HUVEC.infected-Candida.SC5314.rep1,90m-HUVEC.infected-Candida.SC5314.rep2,5h-HUVEC.control-Candida.SC5314.rep1,5h-HUVEC.control-Candida.SC5314.rep2,5h-HUVEC.infected-Candida.SC5314.rep1,5h-HUVEC.infected-Candida.SC5314.rep2,8h-HUVEC.control-Candida.SC5314.rep1,8h-HUVEC.control-Candida.SC5314.rep2,8h-HUVEC.infected-Candida.SC5314.rep1,8h-HUVEC.infected-Candida.SC5314.rep2
CAALFM_C114130WA,265.3911919,649.0037991,220.011451,580.4091949,928.1972774,2284.9484424,700.9980716,1901.2623241,1768.7586982,2567.7794796,1328.6898806,2529.2747945
CAALFM_C114220CA,106.3090096,59.3895102,100.3960327,63.0196641,104.492542,64.352016,83.3795238,54.099058,69.3022349,71.5297874,65.4595845,57.1277409
CAALFM_C114270WA,14.5844153,16.691545,15.2839069,16.2455754,17.2291942,19.7181592,13.5479014,16.8294036,11.850972,16.1226617,12.822871,12.1038517
CAALFM_C114310WA,44.0684911,66.0557504,48.2044173,70.5680282,46.6408953,49.3161557,45.2871003,54.6750044,29.602794,46.7096565,30.2552516,33.7871314
CAALFM_C200150WA,42.3606037,26.5399087,43.9680647,29.3116471,62.7111304,17.2640594,73.487126,24.7543304,80.433066,43.9357902,77.6190153,54.1274751
CAALFM_C200260CA,86.9889008,75.9218223,99.6398572,67.3066441,79.8280041,68.0004655,75.5285967,72.8698083,37.5486835,84.6429312,51.8668238,57.8260761
CAALFM_C200340CA,138.1235659,153.3560375,129.0942849,134.3415595,208.8184767,153.0158977,215.1947399,141.3129366,80.1664215,164.1901438,106.8121911,143.1380273
CAALFM_C200390CA,38.0754126,26.0680288,29.6902958,20.5832151,53.8752006,33.4095372,49.1340647,30.1450313,32.3597516,60.477416,43.9101607,29.5876044
CAALFM_C200470WA,44.6890715,51.4434238,45.5435961,52.9304346,24.5410306,50.5872945,31.135133,52.283188,45.7527088,34.04005,41.1723293,38.0839252
CAALFM_C200550WA,0.4195703,0.6706782,0.8429319,0.8325754,0.3886895,0.7131662,1.0564315,1.4539535,0.1540182,0.2455662,0.4847074,0.4854024
CAALFM_C200580CA,38.6740727,42.8967335,34.163697,32.4829165,121.3177238,75.3036807,71.2612451,66.099165,129.6614767,118.9143445,92.8996231,164.0647577
CAALFM_C200740CA,56.4013775,17.3022038,34.7648451,17.5772604,54.8082188,23.697551,37.3650789,26.4308191,27.4493939,39.2806666,21.5407716,28.9322052
CAALFM_C200780WA,11.7579337,4.5803559,9.0328785,5.0607404,20.9562372,9.9568336,17.9482962,10.2844188,13.6253322,20.1674092,9.6375237,15.5449016
CAALFM_C200790CA,151.9028074,184.4491252,112.4161246,194.9114073,85.7476492,114.7892782,68.8637962,111.3393141,174.3347026,90.8594858,148.3764083,120.0739127
CAALFM_C200850WA,31.7520822,43.2873144,33.6243517,41.1974697,36.759918,46.1084885,35.1295047,48.9875848,48.77732,80.1415071,39.119708,67.6464373
CAALFM_C201000WA,3232.0149436,1313.6674596,3026.8432622,1257.6810026,120.7080952,3241.5813786,59.6236149,3056.1047307,86.5759958,219.3966185,52.739408,217.774319
CAALFM_C201010WA,183.5085079,87.1266122,176.2954646,99.617029,60.9375091,195.4488555,45.053747,155.854534,76.5062588,101.4764668,73.4751231,143.9988595
CAALFM_C201020WA,1196.5426068,486.4331478,1382.2947113,363.2499385,1494.4273484,995.6504672,1001.9515966,1326.6060237,1205.4903574,1086.1406899,1256.0897948,1801.6711854
CAALFM_C201160WA,51.7267693,50.241347,27.0521659,50.7901905,43.7854628,48.9575511,24.6655548,41.2816703,39.2535656,43.8431947,22.6255446,31.5380923
CAALFM_C201210CA,41.9010135,30.1109968,24.765797,32.5406482,50.781724,24.251605,41.2492862,26.234136,136.1569063,29.8835707,74.5813409,68.3432286
CAALFM_C201270WA,11.4315613,16.4930731,4.8769059,12.0790702,74.8276074,66.921024,22.863239,21.07396,20.7145685,158.698932,11.2417367,55.3715093
CAALFM_C201380WA,72.1653742,16.7675225,49.7965943,14.0935503,20.7990027,19.2038575,11.8529867,16.4046011,12.9619481,13.4442804,9.5018367,12.3369686
CAALFM_C201430WA,183.6701475,117.1971612,117.8224837,159.9822927,151.6115271,145.4323955,93.3302469,140.0570652,89.7999183,126.943549,71.5052133,101.8640307
CAALFM_C201530CA,171.1525678,123.998501,151.0109035,126.681975,132.9572996,89.7946427,119.5412825,100.1988501,71.8646364,102.9834771,90.4087174,81.3584626
CAALFM_C201550WA,100.117034,53.540587,101.2952148,56.1376138,82.2258106,48.9605725,101.5024156,48.8331178,31.6599029,96.527304,52.1600737,51.9333274
CAALFM_C201590WA,724.255494,406.1043885,626.3460419,501.2054045,1422.9693054,176.7709623,1016.2587507,257.1119168,963.0757608,386.8243846,702.4181208,650.5324085
CAALFM_C201620WA,339.3623116,213.0555512,320.4146491,234.8999986,679.6863416,103.939629,540.7892784,136.4923041,416.0154033,223.8137237,336.6838926,302.7151089
CAALFM_C201670CA,142.6626192,235.5110126,95.5398184,195.1697766,83.0850742,193.8575296,56.8920773,167.8508326,61.5725735,116.5669654,50.6357287,80.656175
CAALFM_C201860CA,23.3208155,29.0617683,14.1269379,24.3187309,23.7706596,31.4492408,14.9178589,26.4067005,24.7972105,30.9874007,14.3548291,22.6244456
CAALFM_C202030WA,132.2832194,108.6361686,113.7861991,98.5626015,61.7429456,37.1267783,56.6884775,32.9526743,33.0032566,23.0296654,36.0197159,19.1786786
CAALFM_C202370CA,199.4801478,197.0843777,185.2632537,197.1227644,107.0343742,156.0519595,111.0667789,139.9386165,54.9034389,101.3202059,79.3291115,59.5383631
CAALFM_C202410WA,83.6904278,94.1054667,44.8615425,93.6800756,151.9765788,158.6860283,79.0639036,144.3921316,71.1400546,157.2873361,50.5689324,120.3723583
CAALFM_C202460WA,100.4238046,97.883474,79.4943285,82.6587789,64.8781916,75.0487407,48.6230342,79.5660258,49.6028521,76.7862099,36.5615652,72.3939481
CAALFM_C202470CA,0,0,0,0,0,0,0.0382765,0,0,0,0,0
CAALFM_C202490CA,15.5167019,22.4796242,12.2288641,19.5606614,19.8538192,36.5503214,21.7000136,29.380947,35.5301476,28.5870743,28.4771177,28.0288952
CAALFM_C202510WA,92.2676354,102.5312709,80.5639926,120.2791655,132.3260416,122.114573,112.8320448,119.8202951,181.3141536,134.687539,157.06773,148.6860512
CAALFM_C202570WA,0.2690485,0.1290213,0.1689151,0.0667359,1.7696488,0.2286581,1.2419631,0.4599566,1.4073846,1.3384846,0.9990565,1.4605429
CAALFM_C202580WA,1.9584418,2.7778089,2.2443736,2.1962726,3.7410329,2.7287351,2.8128333,3.0281915,3.827467,6.9420005,3.0318205,5.7146441
CAALFM_C202610CA,9.984912,4.0866125,4.0738921,3.5144923,17.0067084,16.8497313,14.0138453,8.0670701,2.07293,36.81652,4.2446246,5.0254065
CAALFM_C202690WA,104.453867,60.1553025,75.6614222,72.418442,119.431846,101.1069107,113.0145742,79.9894495,57.6020366,71.7082246,73.7397872,45.0221172
CAALFM_C202700CA,25.4289375,20.2955055,16.5900922,20.0803378,42.666799,19.1631768,29.0100156,20.6516917,21.7535261,34.3281639,18.6795975,20.9405438
CAALFM_C202740CA,217.6596733,153.0604256,188.0333675,228.1550671,192.5365028,169.3459717,179.2297233,177.5382622,251.9871566,166.0774737,241.2096793,189.5869782
CAALFM_C202790CA,0.4319964,0.236757,0.2673431,0.086106,0.4030597,0.3382968,0.3399122,0.4640745,0.3822902,0.6230674,0.3284647,0.4716314
CAALFM_C202850WA,2.2629421,0.7892262,2.9090173,0.8360763,2.0318833,2.3401448,2.1018248,2.3010111,3.7729747,1.5930511,2.0292491,1.8357026
CAALFM_C202890WA,47.029192,25.5339427,35.148922,22.6531951,43.1958979,33.0520001,37.1167625,30.0035235,30.4607648,42.5453148,30.012292,29.8714729
CAALFM_C202940WA,24.4950537,19.533932,35.9756008,21.5900318,35.1302228,4.7887791,50.7067041,8.0209079,29.2158471,12.2353989,80.1599936,12.9867749
CAALFM_C202980CA,18.4718764,25.0676209,16.521713,20.4680666,19.9428834,24.1613686,19.4688471,25.5055847,10.4127723,39.3888815,11.8773204,17.6002913
CAALFM_C203010CA,314.4002967,663.4728142,253.2151779,563.0440992,826.8796138,1597.6036303,570.2025713,1242.9436601,1009.2608687,1404.0418103,789.366006,1227.2301428
CAALFM_C203080WA,371.9342373,635.4929039,416.4988576,612.4388691,660.8573205,446.1180261,666.9688039,388.1130066,509.0262934,739.2795254,663.9365342,506.7663867
CAALFM_C203090CA,84.2213311,45.3955282,69.5387347,57.842056,149.410655,77.2477073,176.4155676,76.7438523,102.1214869,102.2686049,147.4475949,80.3161616
CAALFM_C203120WA,2.8710205,1.8869125,2.6283395,1.6470003,3.8655876,5.389418,3.7944587,4.1365899,3.2688012,11.1733335,4.989266,8.8086275
CAALFM_C203160CA,226.3561309,490.3951902,227.8386467,488.7504657,188.434812,579.8807352,192.3024007,425.7955749,316.08491,306.8428964,309.288052,275.894933
CAALFM_C203230CA,145.2125916,214.6371226,93.1466941,206.5842839,118.4768341,132.9793737,73.2831529,118.3249418,131.4585673,94.2260529,85.244393,109.973118
CAALFM_C203250WA,70.101627,68.1771952,42.824887,51.586086,75.743954,52.6740041,36.6252696,44.192015,53.5998213,62.5613921,36.4473276,45.5608901
CAALFM_C203360WA,124.2277611,115.2464648,104.4558194,130.8630096,89.6595641,158.047824,89.2307296,166.0705725,89.8366117,127.5482421,96.5556962,91.9717543
CAALFM_C203370WA,5.9658881,2.7689157,5.6854,2.9709374,7.6274826,5.1991631,7.6947529,4.4906217,7.3044433,8.5982847,6.1246147,4.2977679
CAALFM_C203470CA,414.2664067,365.9593152,289.8460027,382.3549358,622.5433606,194.2282749,403.0447761,222.9325191,529.1043562,402.3777227,289.1689562,473.2726801
CAALFM_C203640WA,10.1279202,13.4696436,7.5252817,9.8776881,11.0470229,15.1382065,10.2761018,11.7920797,7.8340603,13.0829418,7.2184036,10.1989645
CAALFM_C203870WA,55.0412374,111.5691839,37.7963842,116.5923,18.1199419,54.1041572,11.188973,45.0157383,25.8858826,38.3602161,15.5964117,29.7651905
CAALFM_C204180CA,35.9366391,38.595389,35.9994691,35.7210269,70.757038,42.5113836,67.6277229,48.2960879,98.3687983,104.1211043,87.9919284,94.6347999
CAALFM_C204190CA,7.7402933,10.8746607,8.2081584,9.3277659,26.2141657,20.2597332,25.8837669,25.9075836,21.6372648,22.6365105,18.8588898,27.6953856
CAALFM_C204230WA,35.732397,53.9315933,30.578962,50.6998872,18.248444,54.0896723,18.1810207,50.5186624,19.8850981,24.3618712,20.5794072,16.0665461
CAALFM_C204310WA,1391.9799513,719.3802737,1285.0689109,597.4183613,469.1396344,463.9010676,417.0666883,468.9254868,372.6108567,351.0489652,381.6460367,345.0934683
CAALFM_C204340CA,8.8142995,8.2134462,4.8732,5.8810714,20.103733,18.5128159,12.473052,15.2233372,8.126629,24.7410806,8.0063279,12.6721319
CAALFM_C204380CA,50.4306865,53.0476887,27.0852646,55.1707657,56.6033189,55.0744121,27.422373,50.9699131,51.9454554,51.8776455,27.4301048,44.6848378
CAALFM_C204460WA,44.9844072,12.4159697,24.4553255,12.2081382,18.5504904,5.6070455,11.6759704,2.7391182,1.3734073,0.431783,1.7654143,0.5252252
CAALFM_C204480WA,14.3919122,8.0163983,7.620642,6.5894373,49.8716897,33.3549507,30.3838772,28.82418,38.9096647,54.7358814,23.3358648,49.978598
CAALFM_C204580WA,124.4893139,171.0108499,59.0368815,139.3462454,201.4076231,208.6706584,77.8507979,183.381345,174.8839572,240.9203925,73.5575826,204.0725269
CAALFM_C204680WA,50.7416889,80.344572,71.0550432,85.5964965,51.6734483,76.8006376,62.01584,80.3790509,180.7347588,86.2607695,120.006505,126.3789108
CAALFM_C204810WA,7.7040986,16.4453118,5.5987226,18.3274222,12.2024949,5.5451258,8.5402997,4.4464032,5.2369229,3.7508966,5.9071721,4.42308
CAALFM_C204940CA,19.8528511,49.8606015,19.2734101,40.4026883,37.6978514,29.8990024,34.3971887,31.5431278,60.851054,29.4769237,51.600941,46.6761974
CAALFM_C205070WA,3.1098506,15.9329783,2.5324274,14.0592522,17.7687614,37.1612233,15.2574909,29.765849,25.7485342,52.1682539,23.4522078,32.0230456
CAALFM_C205190WA,61.3048471,110.8803419,52.9206195,97.8592842,28.4487554,48.3535607,18.0153079,44.6119139,26.4475361,20.6427205,16.2359332,23.695179
CAALFM_C205250CA,291.7387292,148.7970914,81.0670436,137.3898013,978.3761433,416.8275283,386.2891191,332.2401561,513.7212532,695.3535954,233.9435943,730.9381703
CAALFM_C205460WA,2493.2889856,1522.1431456,3172.8254699,1396.9287262,424.9037634,2948.8938548,351.6898883,2265.3796442,124.5265612,491.3317832,153.929067,179.8687203
CAALFM_C205470WA,96.9931834,112.3772759,83.5042619,120.540757,85.9861503,104.6487389,73.5594717,113.006363,92.6248729,128.087269,90.506036,121.5697835
CAALFM_C205890CA,59.4843347,87.3086495,77.1834677,81.278375,46.0187244,86.8294291,58.9837671,84.6985086,26.2113842,54.0083203,37.780926,37.2155333
CAALFM_C205930WA,991.3617094,667.2166487,861.6979804,722.2337632,1500.7049097,372.0659716,1130.3112931,459.2365425,1104.5233145,655.5507794,791.5198959,868.4637812
CAALFM_C206070WA,8.2777492,6.2037732,4.7022837,4.4592237,58.6886245,12.1665304,54.4119066,21.676511,44.2817127,39.7364517,39.6357748,60.2543227
CAALFM_C206170CA,67.0823644,16.3556568,46.4340685,18.7141436,27.3859321,10.5745254,31.2638981,12.0802699,18.6062708,19.0453356,30.4833521,18.652058
CAALFM_C206190WA,75.4139447,72.8952199,64.8277378,75.4481369,46.5163559,74.352156,42.4865139,68.6370573,33.4264727,49.5934881,39.8114997,43.7175806
CAALFM_C206210CA,114.9933305,108.7979681,72.1274468,105.3079136,155.5635367,156.1654624,110.2165873,141.1434959,70.9148302,145.1465999,67.7835526,91.3296512
CAALFM_C206330CA,25.7565803,36.8928267,22.2804467,34.4635197,24.1373911,35.8351811,19.3257878,34.4780487,41.0586219,25.4158601,28.6576313,30.7208628
CAALFM_C206350CA,0.0179304,0.0601891,0.0540341,0,0,0.0548589,0.1015799,0.0049708,0,0,0.0887743,0
CAALFM_C206390CA,442.64028,337.1050311,325.6594512,367.9380487,312.7253941,376.109993,240.7206546,291.5754798,453.5241913,243.0399652,344.9113143,265.5980836
CAALFM_C206520CA,7.2024731,14.3337715,5.2175589,17.758804,16.9529384,18.801551,11.9098321,25.4620369,49.5430684,17.7535933,26.1140014,34.124085
CAALFM_C206540CA,146.6483968,155.8105914,92.4839376,143.2578205,55.6034461,118.3308579,41.3814348,98.2555548,49.0183754,78.8649134,39.7130786,57.787006
CAALFM_C206590CA,3.1986469,2.6133111,2.3919736,2.5741599,3.2397911,5.6785535,1.6107677,5.9773645,0.8610633,8.264996,0.7742383,2.1823619
CAALFM_C206640CA,141.321615,146.651388,87.5840117,159.9668223,78.8272755,148.8214185,59.5192948,128.4351638,111.0362541,95.5814807,68.9083746,90.0657309
CAALFM_C206680WA,430.6903765,157.5351589,249.6316682,198.8258903,460.1494368,65.0486515,345.5907375,66.021706,294.085983,138.5079627,184.604921,128.4320328
CAALFM_C206700WA,6.5206798,9.0297508,3.5377768,7.282697,12.650045,16.9157518,6.6800149,14.411732,14.253083,17.9120265,6.9057276,13.9440807
CAALFM_C206890CA,18.4912815,12.6523678,7.2001819,11.2450247,3.8365833,5.4044716,1.362577,4.851714,0.8433317,2.85654,0.2426543,0.5451973
CAALFM_C206940CA,35.4593796,23.9026044,19.5739449,21.8180385,26.8472625,56.1245657,15.495672,45.5319245,17.8907234,39.2939959,14.131428,19.0072191
CAALFM_C206960WA,168.4749939,201.5699497,139.0979729,211.103554,120.080595,195.0303019,81.2868258,141.1422365,99.7552449,105.2765837,75.4530418,91.5660368
CAALFM_C206970WA,14.389297,15.2460447,12.9131251,26.7249395,4.1681153,39.6362775,3.6344949,49.6964378,59.5561332,12.3590154,22.0783622,31.1595592
CAALFM_C207090CA,44.4842621,52.7864913,42.9183581,55.6094019,41.3783848,52.4656792,42.697696,57.615502,62.8187068,54.5422586,61.1215245,51.6740667
CAALFM_C207160WA,76.6856039,67.347766,52.5967153,68.3939581,375.5862393,136.9011426,269.6430614,98.8831682,372.3191059,444.1640308,315.0893912,356.6580604
CAALFM_C207260CA,96.8735308,73.0552214,84.7923323,73.4847819,93.1914008,71.8256044,88.7093153,78.2464298,48.0800915,56.8028874,52.3567334,43.0271094
CAALFM_C207430CA,25.5453934,26.7031977,26.4141566,19.0789099,54.1390969,27.725629,47.6207538,22.27218,58.793376,35.4439781,65.3966145,40.4197614
CAALFM_C207440CA,8.8221446,10.7761838,12.2371467,12.2695257,11.5651324,14.0487143,13.3761668,17.0105832,13.2771169,16.8959383,14.8502556,12.4369673
CAALFM_C207480WA,74.8682352,72.5964365,54.9273862,58.2864397,50.1804516,62.0359406,34.8388457,62.3545693,36.6413394,61.8642752,29.6089315,53.3617421
CAALFM_C207570WA,24.8960914,14.3128822,19.3850389,15.9419264,22.4644868,57.1667564,11.2145803,45.1232276,18.6834569,21.4963423,9.6705425,13.3167435
CAALFM_C207890WA,104.5097968,109.5100835,88.3816964,138.4526334,150.4225874,121.2850008,157.7934537,137.650055,197.2994541,143.5414783,200.8138746,177.6310394
CAALFM_C208130WA,4.1564653,4.3488402,1.872867,3.4777301,18.3831315,28.5269232,9.4515159,24.1042623,13.6005996,26.7480269,7.5324714,24.3785344
CAALFM_C208140CA,387.4527185,412.2433428,246.2308271,398.685677,287.2527562,234.9362749,184.7157533,200.0305862,317.8081316,248.3620195,224.4054885,303.5034564
CAALFM_C208310WA,42.3236243,27.5950571,36.5088234,34.0340929,36.0583977,29.6247591,27.2023419,29.1087796,22.5791268,28.7736393,22.88676,34.1764508
CAALFM_C208610WA,192.6513731,149.7635826,91.1465044,140.1047462,78.8836654,98.9588468,36.2369322,88.2648998,63.737958,58.9989323,29.0344616,61.0237086
CAALFM_C208810CA,758.7522802,694.2960977,705.2367091,675.1066079,705.787948,540.3239111,558.8707859,552.6731537,239.2279259,408.3584654,267.5254531,410.7037381
CAALFM_C209060CA,232.637838,264.3349298,149.3354233,279.8693113,132.0508058,209.8546781,100.1947708,167.5435151,83.0494756,123.5090993,87.584419,94.9691829
CAALFM_C209140CA,45.1114584,27.7544254,24.3904885,27.7465983,26.55366,15.5803527,21.2848885,17.2459625,25.4711871,26.0413853,30.6321071,20.5915399
CAALFM_C209260CA,39.6938157,29.8196831,35.2679012,22.9625445,44.9422244,30.3996295,38.303015,31.9634946,18.0286631,38.9314163,16.8380504,19.1117574
CAALFM_C209350WA,7.2253605,14.755155,7.8954719,14.1870014,9.8060343,12.9809247,9.7012292,13.5162998,19.2085619,23.8768796,15.2787892,27.4950595
CAALFM_C209400CA,240.7375629,220.5935573,183.2455361,199.8427875,38.1621947,106.6219772,30.6961981,110.1796458,31.1205506,66.0758927,25.889479,48.4917004
CAALFM_C209510CA,45.1542967,67.0136416,46.5700714,66.5264225,70.0622429,32.9942187,81.3401927,47.9723093,169.9536753,51.8174401,148.3379159,119.7230245
CAALFM_C209610WA,17.0615105,29.7130338,15.9816746,28.8201658,17.9744085,24.9667241,20.9175011,27.0033321,36.968618,27.6842394,28.1575203,35.6752215
CAALFM_C209640WA,142.8120296,155.2816421,87.9530206,146.9634129,43.1011129,98.2825747,24.6463463,83.3387551,36.4512049,44.9633747,25.7904321,28.0060142
CAALFM_C209700WA,11.545297,21.268362,9.8597303,15.9884526,10.9672963,18.6014069,6.7703233,13.921699,17.6979142,15.363353,11.0847299,12.6238636
CAALFM_C209730CA,51.7112289,44.5528118,45.345463,45.3650472,34.3168056,27.0924291,30.9221224,25.7957711,22.1906857,38.7583398,23.5422936,29.0885264
CAALFM_C209740WA,174.7162051,177.0348894,131.0452869,169.5125341,138.5538128,116.1101889,111.6294799,120.7130479,127.3666159,132.9208453,115.8463087,133.0085766
CAALFM_C209750WA,39.3128911,31.1665032,25.9115074,31.7226031,88.69181,33.9162669,82.5327467,36.1324283,89.3894588,55.5129835,63.9324141,57.5575963
CAALFM_C209770CA,17.4450878,23.7207385,16.1000901,19.1061323,10.5141198,11.2541041,9.5000149,12.1553023,13.7608101,15.8081021,9.5711868,10.2071287
CAALFM_C209900CA,75.3400264,136.9285481,62.8902636,145.1749537,69.7323358,141.9996216,59.6172979,127.6125048,161.5037453,108.2107804,86.6600053,128.5093424
CAALFM_C209950WA,91.8572334,108.3390638,59.4387772,141.3239604,124.9648144,144.0609694,92.8577497,174.1162548,402.7085518,102.0876499,188.1338645,220.8072323
CAALFM_C209990CA,22.9589409,29.3935131,26.6038149,34.6755315,19.0937383,20.5969123,37.4416551,23.3033959,79.2434329,26.3190514,76.5661971,37.6866275
CAALFM_C210060CA,7.2135793,7.2806186,3.6081143,6.2846812,9.8085887,8.319451,5.8541882,7.2609829,5.4054234,11.6191278,2.5384118,6.9527456
CAALFM_C210070WA,0.201279,0.0877479,0.3032826,0.136162,0.5288816,0.2519282,0.241881,0.3424091,0.2216598,0.3212853,0.1177734,0.3908147
CAALFM_C210240WA,41.4105285,79.0059645,30.5325869,95.5342405,87.1115559,218.4668515,74.2078096,154.8950545,307.2173359,125.0894475,156.4030153,214.7795767
CAALFM_C210350CA,78.3712208,38.0085688,50.122067,32.3301322,390.9984539,53.8849982,387.1990075,66.9005593,359.6312218,147.1005297,303.9355193,206.3459194
CAALFM_C210460CA,55.0580243,64.0743919,45.6375708,69.2058621,46.0099662,53.5935563,39.459075,60.4559427,39.1168371,60.8264682,38.6309644,45.5114151
CAALFM_C210480WA,44.0819745,26.5624889,33.2677121,21.7482133,93.7195185,46.8591812,72.6384672,43.6676365,58.2333162,72.4856786,43.7999511,62.3674416
CAALFM_C210690WA,46.1389703,43.4324649,49.6036294,36.6595465,89.2168192,89.699149,80.1726989,90.5853556,61.0916293,135.8509363,60.7720644,113.4954913
CAALFM_C300200CA,95.6243999,149.6443327,114.292317,118.174667,219.0565206,197.6821531,259.9485032,229.126573,157.4765232,249.6154351,197.425422,246.941572
CAALFM_C300260CA,117.0598069,134.2445807,170.1464564,133.8912061,171.645725,148.634597,194.8315117,195.9690964,176.7833627,242.4413669,161.9997791,280.4948733
CAALFM_C300320WA,1191.2446041,1784.0533413,1508.0084843,2340.5927244,732.4534205,447.0931802,778.5829245,756.4120508,3158.5413449,1393.3814637,2891.4141346,1611.4800339
CAALFM_C300480CA,44.7800338,22.2009643,53.1494333,27.0298209,245.6681475,80.3275843,277.0404674,93.0515318,155.1028895,147.6816821,227.8832962,166.9904774
CAALFM_C300640WA,118.7821489,111.4509212,80.61326,122.3685278,180.7076032,136.6907132,129.36749,125.2916833,173.1670508,183.7052813,152.1132288,179.0013203
CAALFM_C300650WA,16.7513217,10.9838654,11.3913891,9.9349113,4.4324606,4.8584747,4.0961093,4.6630621,8.9813978,7.0008477,6.7169833,9.1817825
CAALFM_C300710WA,103.7105986,107.4561208,96.7112405,99.6539254,75.3213734,74.6863949,78.1125942,67.6635081,71.3219031,97.6561584,74.1243702,69.9998795
CAALFM_C300720WA,126.4696096,170.8334404,263.8171506,180.0217543,85.7008935,129.3365366,186.6848217,153.730913,282.5230315,119.3284675,443.8138047,191.8428423
CAALFM_C300760WA,274.4425667,318.9601312,175.223629,257.9134949,104.9267608,174.2563879,60.4326705,170.7545332,106.1697444,112.0074365,62.2153086,125.5872681
CAALFM_C300820WA,23.1545718,26.1805638,17.0610403,23.6975532,22.6607373,35.2457686,18.6807961,35.1446236,36.4402639,37.9212911,24.3835149,35.1324103
CAALFM_C300880WA,172.6441459,214.6660955,204.6773786,190.5065488,492.3459813,145.1011099,704.9388392,171.1882135,467.9075527,450.48964,752.35314,556.6810041
CAALFM_C300900CA,57.6284284,47.7690537,47.2158935,39.1216477,74.6107505,71.9904987,52.7808162,63.7087435,49.3225437,84.409584,38.2880392,55.7376969
CAALFM_C300920WA,190.7603177,59.9076144,105.5737869,54.6354774,451.5398221,56.3289608,312.5894232,37.684362,231.6424937,163.4066483,148.5685507,100.4552305
CAALFM_C300930WA,156.416066,40.1718014,122.8973057,33.5216725,76.9740508,23.9119551,53.5192099,15.2864248,44.1913236,12.1865864,31.8186967,16.9847259
CAALFM_C301160WA,58.8926532,83.2405585,53.5714203,83.0294422,114.7215452,78.1602605,108.7539543,96.3714279,170.6275464,97.809579,124.8064131,140.6101098
CAALFM_C301300CA,194.2309223,192.5697157,94.6844715,175.0446384,160.7932916,15.5879648,116.8718072,11.3603133,118.9466104,44.5043222,116.3111872,19.0599962
CAALFM_C301350CA,32.3611444,45.2191612,33.9720597,54.1080987,24.6356582,45.7779064,25.4893379,49.2268912,38.1562102,33.775307,33.4818749,33.1731813
CAALFM_C301460CA,6.5914146,6.4397863,4.2905348,5.2449563,39.8324889,14.3856577,32.1860531,18.1002069,43.1659005,39.4115365,34.5490454,46.4365808
CAALFM_C301480CA,29.9980828,29.1465825,15.8597995,28.0876041,120.1407277,40.5917754,69.4147271,39.9527723,89.4831859,54.9712783,46.4291272,69.2170019
CAALFM_C301510WA,33.0335634,34.3099237,32.6427049,29.700275,31.460308,32.2344283,35.3421706,32.9848652,33.4207898,44.9110519,30.3932782,29.4599426
CAALFM_C301630WA,142.7491761,164.2690004,118.2891337,141.5373624,152.7307787,146.3240436,118.0126397,143.4739234,108.8379585,167.4591349,98.7389014,128.9432942
CAALFM_C301820WA,42.8076152,29.8982767,27.1191146,20.5889021,40.8950061,32.5377295,25.6755749,38.8606799,23.4396807,31.3282483,12.874126,31.2410533
CAALFM_C302150CA,681.3791295,821.9120419,390.3163577,898.5525603,114.9162366,222.3678281,77.2901636,227.4931697,153.1854867,92.6272198,89.86968,90.8808046
CAALFM_C302280CA,478.3489885,487.2827714,237.0975689,501.9982863,200.4695584,299.0251171,104.4187446,275.9315808,162.9734175,202.8501256,90.9916502,198.2311647
CAALFM_C302310WA,34.0346617,13.9914885,14.8166018,18.3111227,4.6357426,17.5095586,5.6830019,15.8794412,20.7789385,9.9558798,24.3664924,13.0271658
CAALFM_C302320WA,110.412651,139.9896034,74.8429268,121.5911668,124.1342079,115.3984112,98.6975175,88.2895858,147.2770883,85.5571398,119.3493521,91.1441189
CAALFM_C302600CA,129.9352888,122.9543003,58.9648815,120.6645433,106.1657558,89.5164775,45.454055,73.7438058,124.7136471,70.9074099,59.0235863,78.1539326
CAALFM_C302610CA,239.180484,164.2208972,141.7842352,127.5031278,623.7025849,603.2632761,282.9664708,449.9381767,239.4298178,524.4180096,141.1628399,322.1748524
CAALFM_C302780WA,440.708537,477.8169779,334.0689148,481.5541651,325.8958363,386.7166137,234.2129756,356.8710623,258.7913218,274.0718742,228.3503676,245.1784173
CAALFM_C302810CA,7.6095391,12.4331184,4.0415822,9.6544297,23.6885907,11.0345276,17.2735182,12.9797017,23.5604664,31.5536343,15.334131,34.8486083
CAALFM_C302860WA,9.7918616,6.7697837,7.2542233,5.3738218,13.5873347,10.8811358,9.6292629,9.2760374,10.6807364,17.7246896,6.4204406,10.2122095
CAALFM_C302870CA,11.2455442,7.2152073,7.0736457,8.7659679,7.5743349,3.132359,6.2405653,2.5059124,3.7356065,5.1311831,4.1673809,4.4943836
CAALFM_C302950CA,128.2562981,73.8810616,82.9695646,52.5635514,69.0736442,52.0687917,42.8116074,47.6502916,49.9743641,71.6482836,43.446549,38.8209909
CAALFM_C303040WA,145.7758975,132.7363677,115.8985047,122.5183217,176.2069822,125.9256487,168.6940071,98.4503462,70.1947471,128.286954,112.9529759,80.9309374
