geneName	90m-OKF6.control-Candida.SC5314.rep1	90m-OKF6.control-Candida.SC5314.rep2	90m-OKF6.infected-Candida.SC5314.rep1	90m-OKF6.infected-Candida.SC5314.rep2	5h-OKF6.control-Candida.SC5314.rep1	5h-OKF6.control-Candida.SC5314.rep2	5h-OKF6.infected-Candida.SC5314.rep1	5h-OKF6.infected-Candida.SC5314.rep2	8h-OKF6.control-Candida.SC5314.rep1	8h-OKF6.control-Candida.SC5314.rep2	8h-OKF6.infected-Candida.SC5314.rep1	8h-OKF6.infected-Candida.SC5314.rep2
CAALFM_C114130WA	68.2323184	108.880245	49.353329	86.2701078	12.0566023	30.1890126	7.5078402	6.9893751	8.5847927	4.3864529	6.3542597	1.133052
CAALFM_C114220CA	241.6682087	221.3891407	177.8209966	218.9875755	211.3158917	286.6764339	201.3133598	264.330536	233.2712976	333.989509	202.458976	293.5290047
CAALFM_C114270WA	18.8018124	19.4416378	17.2244828	19.7825482	16.9422745	19.0944636	15.3136549	22.3406869	14.8046625	18.7181936	10.9434863	15.6073081
CAALFM_C114310WA	47.9869377	43.1923438	40.2082761	43.8712636	57.5256115	49.4653076	55.7549446	51.7622798	44.345432	51.73224	45.005757	53.6663587
CAALFM_C200150WA	45.3554202	38.6209034	42.3234929	39.1654757	64.9578695	51.4241672	96.4035496	59.5940551	118.3401911	80.9791768	149.7062219	100.4375728
CAALFM_C200260CA	52.6102696	43.6506524	64.2836306	42.0405609	62.7318033	86.035808	77.0950983	90.5641033	53.9063561	70.3980672	54.6908929	85.4686368
CAALFM_C200340CA	101.3167987	117.2133334	101.7455124	92.8326107	121.9616056	333.3378363	181.3690528	454.3332835	123.5676792	211.5344491	203.723596	313.9221375
CAALFM_C200390CA	33.2472564	27.663178	29.4074566	21.7330027	31.7256999	89.5901827	26.4477581	61.3096941	32.1500286	65.7670839	34.9608225	63.6838991
CAALFM_C200470WA	53.9041513	64.2570849	54.0332775	61.4014542	36.8644487	40.2757885	43.7795561	54.4467694	46.9922642	43.8842798	57.5016127	41.1160293
CAALFM_C200550WA	0.4437635	0.7692308	0.5959926	0.4710038	0.504514	0.368619	0.5223887	0.1729892	1.0899851	0.646442	0.4271838	0.3238411
CAALFM_C200580CA	45.8410769	34.5033735	30.8423269	30.5399568	77.0930632	77.677937	76.5929476	51.6218815	121.1231136	79.2312923	84.906117	94.3000765
CAALFM_C200740CA	14.5044257	11.5806314	13.8709207	12.7062886	29.1649177	48.4462837	32.5600685	21.703097	40.8532075	19.8331246	32.9686672	28.5379946
CAALFM_C200780WA	6.820042	5.2201653	5.8392422	3.9473465	13.478965	22.5190603	15.9564514	14.2603487	25.1161646	35.9986113	21.6037243	66.7870238
CAALFM_C200790CA	190.44185	207.5013553	146.953858	208.4308586	60.1736771	49.8809433	61.7939704	99.264879	96.1128703	126.739131	88.5848037	96.7174446
CAALFM_C200850WA	46.9179896	48.8823727	38.8404848	39.0851563	80.8585163	65.9825235	71.7049703	74.6497478	71.3279215	75.0621553	67.9936923	79.6821087
CAALFM_C201000WA	1829.6509946	1935.6852453	1885.3668642	2396.7508171	547.940933	2889.0609084	380.9528576	2479.3631931	27.9094639	133.0215438	20.2139022	87.6813249
CAALFM_C201010WA	95.0653231	127.3346951	92.3429869	113.1074332	70.7268358	170.4042026	66.5321834	120.9295187	60.2644698	53.1805504	41.6481025	54.3183954
CAALFM_C201020WA	663.8898708	621.8486015	825.282021	779.7158818	1353.7987566	1150.439182	1459.7153599	1045.287987	1675.0142045	1032.1203431	1335.9582923	1305.5292224
CAALFM_C201160WA	63.2464247	66.8033914	28.7068995	55.7741113	44.6920028	70.3592488	20.7035823	63.15883	42.5569601	58.8047386	26.0340544	45.6502162
CAALFM_C201210CA	54.0102953	37.0520634	26.1589216	39.3253757	53.0386883	33.1295294	37.0174921	33.0648669	110.3007858	126.9104622	81.2485963	95.6817819
CAALFM_C201270WA	18.5627022	15.4861069	7.3226265	9.2657601	65.390326	41.2900921	29.9479665	14.7794408	120.7145167	129.8775656	84.4478543	147.5868078
CAALFM_C201380WA	46.3080347	22.2016867	31.057893	35.408867	22.3600015	81.6082177	21.0816008	127.9519963	15.6534556	32.2269932	14.8221214	36.5801532
CAALFM_C201430WA	226.2990201	201.5408154	119.0387989	205.4516445	115.3875638	201.032829	59.9756992	172.8834119	71.2007544	137.4114867	40.3213344	106.053464
CAALFM_C201530CA	123.8233659	91.5699864	112.4243977	96.4142107	80.3264209	131.8084816	90.3689581	123.6892954	84.9460864	105.4813139	93.2918129	95.8433599
CAALFM_C201550WA	61.5012833	41.4194592	63.9542393	37.0061893	69.5137792	101.9593047	81.6540617	75.3628087	53.8205169	85.2108537	64.2698482	76.0309817
CAALFM_C201590WA	838.8571606	732.9464807	533.3961077	676.3245273	1400.1885677	558.4122514	1494.0418181	635.5517487	1704.0319162	1231.628785	1022.8186257	1333.7402509
CAALFM_C201620WA	453.5710155	434.4570091	351.7888401	389.620735	608.103222	362.5267269	736.5998783	353.0300176	715.3951494	593.9695703	562.2360261	634.6161646
CAALFM_C201670CA	122.2688609	124.168041	76.9759836	110.1633611	89.5165695	104.8008379	59.0390407	111.203334	94.1923366	95.4961003	67.2707583	90.0514442
CAALFM_C201860CA	23.7655827	32.1708982	13.3402649	31.1679036	24.5071586	38.1424121	15.2437595	32.7714728	27.876933	48.8563676	14.7918688	32.518468
CAALFM_C202030WA	254.3027826	227.7442046	190.3589952	197.045731	133.1607749	271.8429263	112.5021727	307.9784366	97.136105	184.2986724	119.4754133	184.1207724
CAALFM_C202370CA	237.8477962	204.0646765	218.5578574	181.9695914	128.1567564	373.8077291	116.4781517	342.0501239	91.7625492	176.1906391	98.8213713	160.7673411
CAALFM_C202410WA	77.630994	77.8682319	34.0554185	61.554573	144.799569	140.4646087	82.7092573	118.7544382	97.3313218	131.6920059	51.7020272	105.1183736
CAALFM_C202460WA	64.387213	62.5124682	52.5172039	58.5733428	70.8242704	67.9337525	66.6772904	89.1227111	72.2204111	64.9652685	58.3958461	71.9780071
CAALFM_C202470CA	0	0	0	0	0	0	0	0	0.0338505	0	0.0309553	0
CAALFM_C202490CA	16.6037737	22.5549383	12.9164866	18.903276	27.6075384	27.8432493	22.5025734	27.4191603	32.0978701	34.6465633	34.515171	29.4351696
CAALFM_C202510WA	180.1666358	201.5569506	118.8284137	186.6993961	125.9852678	146.0608437	109.3997195	160.5461847	134.3737888	194.0874677	135.7677838	169.3806666
CAALFM_C202570WA	0.1897083	0.0739901	1.0828404	0.2516918	0.4390608	0.8982293	0.9211967	0.3248633	1.3729386	0.5596148	2.0544803	0.8890547
CAALFM_C202580WA	1.8963243	3.6107922	1.9591086	3.7158078	1.8763678	2.3555461	1.9060503	2.9829174	2.2418898	2.0654441	1.6008008	3.4170759
CAALFM_C202610CA	2.8324656	0.64942	1.7258296	0.9124659	8.9860591	25.1850635	3.179851	4.3722919	4.7820727	13.9840105	2.5611253	11.6146133
CAALFM_C202690WA	99.8852929	82.7370296	79.4887814	69.3804697	120.5633528	171.5360095	90.5415845	127.9917476	110.1228095	162.9917879	74.4488851	137.5066091
CAALFM_C202700CA	20.0773775	16.3825005	14.7769301	15.9366161	25.6744027	22.3721747	21.9187824	23.86478	30.7041006	31.9870298	20.1268991	29.5821467
CAALFM_C202740CA	360.4292524	342.357856	286.0764511	403.0153847	120.393953	265.1812951	113.420801	231.3220024	108.9985091	177.8418071	118.1875262	166.7253634
CAALFM_C202790CA	0.3589977	0.2291179	0.2629902	0.2338167	0.5804124	0.3334496	0.4610228	0.3162406	0.532504	0.2068075	0.6754616	0.3036614
CAALFM_C202850WA	1.2469258	0.4613032	2.1804459	0.6306457	1.8593621	1.3180102	4.1375739	2.1363296	5.5323053	1.916394	5.7439025	2.0634347
CAALFM_C202890WA	23.1900204	15.8853783	18.2889318	16.1362397	28.8206461	35.2933666	33.3452919	31.6546679	49.2401074	48.5343244	46.6333872	43.7992269
CAALFM_C202940WA	76.1865727	27.2938853	89.6937743	34.2005531	56.8747604	90.8871599	64.7032691	104.7385114	63.6949224	152.3346948	94.7372435	140.6832373
CAALFM_C202980CA	20.5828544	21.445917	15.0103339	14.2992919	27.0169395	33.8659318	23.5703965	33.6737645	23.2890382	35.6719894	25.1455936	29.7503831
CAALFM_C203010CA	259.9714762	253.7718693	183.4939796	222.9234866	303.8029567	248.042384	227.3840017	280.8258333	265.7338686	289.1979633	207.7075515	255.7863152
CAALFM_C203080WA	395.2429414	464.7261363	386.1644654	439.8002424	242.7376072	290.853842	338.4872664	247.0775765	273.2696648	330.9664863	379.4376172	378.2198593
CAALFM_C203090CA	87.968613	77.5892615	95.9275187	78.7096032	125.4517261	159.279573	137.7889263	114.2808245	155.3893056	169.1835712	152.1802907	196.2302262
CAALFM_C203120WA	1.2218865	1.3526151	1.2023488	0.9566179	1.3321794	2.27918	1.324447	2.4031557	1.451799	1.9033172	2.1836043	1.9235223
CAALFM_C203160CA	189.9490623	168.750067	185.9580005	175.5534063	152.9168529	102.730476	124.515391	123.1427592	110.1976541	162.5986384	116.2745122	117.1995807
CAALFM_C203230CA	148.4818901	141.0990826	81.6764611	135.4436457	95.122516	78.0177025	59.526102	99.9261028	98.5209999	153.5474611	69.0270024	129.691988
CAALFM_C203250WA	45.7571736	39.977938	23.6976051	30.9320674	48.6256524	44.6398359	27.5833493	38.0061295	61.9832844	71.3996719	41.644519	60.9172206
CAALFM_C203360WA	135.7916445	148.9999985	117.907204	137.6228107	107.7755082	177.3583934	97.6680246	189.3507884	62.6852651	119.1484899	70.4243056	93.1780463
CAALFM_C203370WA	4.0391049	3.7888418	4.0490458	2.3588994	3.1827338	9.5742014	4.4533081	4.6913195	5.2588592	4.6029316	5.1718607	3.6650819
CAALFM_C203470CA	660.2186464	742.1346077	390.4805709	661.4903261	866.057052	608.9491657	695.6244806	607.8797214	1061.3670244	1036.885004	487.2514703	897.1001384
CAALFM_C203640WA	9.2459124	7.2283272	8.0422963	7.5329894	14.1574838	13.4378757	12.6280946	10.6261985	16.7712761	20.989575	15.7027593	16.6970238
CAALFM_C203870WA	43.5523903	79.1562938	25.9317384	55.8176927	20.5485727	51.2996389	12.4327118	48.6411643	22.9995528	59.3517749	12.8570624	37.0766378
CAALFM_C204180CA	40.6987821	34.7715217	33.4372987	42.4183975	47.5810338	39.6050516	49.08175	45.3528227	70.2271762	64.2742121	79.746435	79.7639563
CAALFM_C204190CA	6.1333231	6.6459348	5.5390818	4.856528	33.3943302	31.2212653	37.240889	40.2270197	37.4059174	37.6644438	33.6358911	41.0843932
CAALFM_C204230WA	53.480378	64.4146519	43.3039945	61.6333668	20.6549693	68.0296923	20.1276473	92.6836987	17.525556	28.6514408	22.7715761	29.1917125
CAALFM_C204310WA	926.6960235	686.639529	783.1463752	802.8716609	220.4282909	598.8761006	205.0298763	641.7957855	276.0447548	261.8613033	278.0407395	288.4337121
CAALFM_C204340CA	6.6245511	5.9127843	4.3999924	4.2442856	11.9251062	25.0926993	9.485539	12.2747925	10.5489503	11.2433102	6.4929937	11.7935814
CAALFM_C204380CA	53.4982405	55.2629737	24.4860389	46.0902457	52.8072116	60.2922583	32.9133639	59.9408099	63.8023747	68.2672885	36.3902207	56.9791375
CAALFM_C204460WA	36.738028	30.9540965	15.6193491	17.2043207	5.1415311	114.2315962	3.7233049	115.8234843	7.5488154	46.4402507	10.3369013	45.7616542
CAALFM_C204480WA	4.1104436	2.2449087	2.571189	2.6495307	34.2027445	19.6445099	28.9660576	13.8096425	56.8627045	39.2241302	31.1129292	36.7353077
CAALFM_C204580WA	153.4689092	189.4717739	49.4567371	135.2401809	200.4473806	273.7360522	78.3540761	236.5661412	180.9740067	288.1365718	66.2105325	201.7310968
CAALFM_C204680WA	89.1334773	109.4517843	91.3936583	112.394354	106.5459647	93.4780818	128.855872	107.102064	148.6434131	149.6975849	134.650993	142.0349904
CAALFM_C204810WA	21.0738961	25.4616395	8.3287153	21.8317583	6.25396	18.1492643	7.3531884	18.4199461	10.3992743	21.7912266	8.8677697	24.7062168
CAALFM_C204940CA	14.0446043	11.3077355	15.0982557	12.4958241	11.8028849	6.1632182	21.2916744	6.797325	55.3520787	21.4147999	47.8161821	28.160006
CAALFM_C205070WA	1.0943749	1.1193446	0.5684272	0.5390631	0.4301156	0.5062606	0.2348787	0.4525391	0.5473664	0.5020423	0.4656297	0.1224421
CAALFM_C205190WA	54.7450751	50.5703189	37.5942544	54.388027	43.8024167	31.0387929	30.2948737	39.1343358	33.6628293	38.0179855	20.6549975	27.5395511
CAALFM_C205250CA	115.9551633	95.6132589	33.7305127	63.2595294	525.4419491	461.196965	178.875489	233.1274038	483.5663973	477.3235388	158.330873	430.2689771
CAALFM_C205460WA	2989.0939452	2253.8968783	2991.8501189	2831.699954	765.2303949	3315.7056175	660.400326	2988.4758984	112.5263627	283.5805872	184.1113688	206.490923
CAALFM_C205470WA	128.3320105	122.7528727	102.8122117	126.0714532	138.217235	134.7884725	121.214344	181.2784913	110.0117314	121.7628887	101.5672045	144.8866112
CAALFM_C205890CA	66.7346247	64.326004	66.7006666	53.907608	44.9677791	117.4288468	48.516224	131.6231284	25.5789537	46.3604812	42.8436714	40.3356605
CAALFM_C205930WA	1105.6296543	941.3133111	815.5353934	972.3068316	1582.4686904	735.5027708	1667.007369	883.3596135	1742.2618356	1361.6284007	908.9406832	1453.5931688
CAALFM_C206070WA	3.3533757	2.4590379	2.4994472	2.0249669	37.1891774	16.6548618	46.8948846	14.4781994	58.851769	65.0900429	54.8436982	66.5954521
CAALFM_C206170CA	118.626741	57.671895	87.2092328	53.8924167	91.6397788	245.2291933	69.9824447	163.3065713	94.3700765	246.4351975	83.5414673	181.3621659
CAALFM_C206190WA	103.7481869	102.9762155	84.9949601	98.9907216	59.358405	116.2768962	52.731307	124.2016839	55.2718196	72.4713813	62.7092703	69.0740538
CAALFM_C206210CA	148.4922956	146.9816681	95.3109211	124.4723142	158.9314677	324.6554428	106.43441	266.7970962	126.2283149	191.229822	103.5127218	184.6039921
CAALFM_C206330CA	31.9990633	32.4183123	21.1607476	33.8320585	31.6008051	28.0536492	27.577109	30.4377282	45.9590927	38.8720918	40.0326813	37.6969391
CAALFM_C206350CA	0.0189643	0.0788955	0.2292279	0	0	0.0189035	0.0334865	0.0823758	0	0.0165754	0.0547672	0.020759
CAALFM_C206390CA	612.432274	607.8345936	359.2297372	549.9781908	262.0075999	517.8864546	160.7572801	375.6342892	271.1957938	440.2893775	267.6855386	383.3210342
CAALFM_C206520CA	16.9642156	29.4519022	9.680094	28.6565104	21.6849176	9.6231657	20.6941979	30.612842	35.7616973	40.3334109	25.2571296	29.3218781
CAALFM_C206540CA	117.7616743	117.7713635	62.4459061	107.7627964	63.8919948	90.7698695	31.5075587	89.5214317	58.8236095	77.5687666	45.082378	64.9667961
CAALFM_C206590CA	6.0394376	4.4829529	4.4426555	4.3621044	4.5177892	8.3432115	1.8584981	7.1759735	2.9017787	4.2273279	1.2785524	3.0243333
CAALFM_C206640CA	211.6912825	217.9762091	94.4114463	200.7123358	116.6517204	217.7706672	61.6706154	209.5364889	115.0007859	163.6446988	80.5071353	131.9140967
CAALFM_C206680WA	268.3549395	135.1923063	174.651481	140.8515166	153.0903016	196.2548646	120.084497	72.2971751	461.1883751	285.1822464	317.1281883	375.6996335
CAALFM_C206700WA	8.5993308	10.3949823	2.4435875	6.5045139	15.4719882	19.7659927	7.0223845	18.2484055	20.7574237	29.4197889	10.3904566	14.5268408
CAALFM_C206890CA	3.963342	4.3579624	1.6824522	2.3153657	1.7364177	17.5357319	0.6864855	7.0039263	0.4547237	2.3408648	0.4470202	1.4333387
CAALFM_C206940CA	16.4167196	19.4241441	9.2477175	14.3278165	20.0373784	37.3965839	12.3037392	30.3958716	16.8749988	22.4359018	11.4352027	18.6666418
CAALFM_C206960WA	240.9305032	274.5358459	145.2491339	252.3250072	97.1446783	230.3625634	70.4298392	206.039579	89.4851004	165.2182328	80.6474847	111.6927247
CAALFM_C206970WA	77.9674381	80.5211867	45.8056914	91.6606355	16.7020675	17.8693552	18.7349656	74.0159606	20.4578455	34.4508206	16.9149808	15.1379377
CAALFM_C207090CA	56.5311936	74.3079165	61.6846539	70.7956283	33.8096007	38.2288071	47.3036688	55.8007193	51.3720354	51.3824967	67.305602	48.6072936
CAALFM_C207160WA	31.6930328	31.8673065	25.2320317	31.2737135	148.3713095	170.0670668	210.3582693	125.0878131	329.3175091	342.0739751	338.1880338	449.9111235
CAALFM_C207260CA	90.1014922	84.5185649	84.8925384	82.5358616	64.5101997	107.1681958	75.1547864	114.6378946	51.2584819	63.9807669	49.4432294	71.4027901
CAALFM_C207430CA	16.6076363	16.808807	16.6453249	12.4178888	37.9234163	30.4898656	50.7720148	24.383238	83.967498	60.6624892	60.8466098	70.0042366
CAALFM_C207440CA	5.9165048	6.6542022	5.4108403	5.8224931	9.0248605	8.9915728	9.6082634	10.6994156	11.7494193	11.1674347	12.9519764	11.6718196
CAALFM_C207480WA	50.1993972	49.2377256	39.5386252	45.7631262	52.8404968	53.0166816	50.4435778	56.5949445	68.9898063	55.139941	53.7751221	53.965017
CAALFM_C207570WA	28.9875088	18.6101397	20.5211091	31.1058728	49.6979014	46.1946614	31.3433202	50.9644122	52.3582124	28.4581385	25.3964023	21.6384731
CAALFM_C207890WA	162.4433265	180.179452	140.1427045	186.0138797	119.1369944	123.2723135	124.5024919	158.7511375	145.594655	194.5364542	160.8871974	184.7105883
CAALFM_C208130WA	1.7142826	2.9095961	0.5649943	1.9423022	19.4110736	20.316828	12.0709527	19.0886456	16.3518709	20.6458957	7.8462057	14.7963301
CAALFM_C208140CA	259.2088625	372.1166271	154.4073414	306.814963	143.4505181	164.8999009	113.1377313	136.9320098	282.6487206	249.9723646	189.2837799	264.6217433
CAALFM_C208310WA	47.3918087	43.2582253	38.7848018	44.0749413	40.4016627	64.7814801	40.8923672	50.5431887	34.6183917	30.042936	36.8316572	44.1811638
CAALFM_C208610WA	123.9904359	159.5348105	51.6029206	148.6632793	59.5462478	112.8481055	27.3543982	112.2005874	52.4771131	72.0546755	27.3891402	62.3716157
CAALFM_C208810CA	759.5273013	565.9037941	620.5615945	554.4290507	651.9044014	772.9403053	625.0773593	752.2626687	411.8511722	561.3823177	369.1289545	483.4639319
CAALFM_C209060CA	307.4252036	306.764363	185.8879609	290.8751745	109.5440615	329.5923337	71.4371854	320.38984	93.5039807	196.2980745	99.8229621	168.8767585
CAALFM_C209140CA	64.2684614	31.8736537	35.1698389	32.3344526	40.7856414	122.309527	18.540954	77.0536796	42.6155834	147.7554961	34.5267318	89.7516628
CAALFM_C209260CA	47.9071148	46.5617561	35.3793807	35.2585154	78.4894439	92.6601732	69.8349841	81.1622471	49.3723917	79.7227058	38.5639835	58.757362
CAALFM_C209350WA	17.6906788	20.7926794	13.9078863	16.4766046	16.6786589	16.0952431	18.1838481	28.2449141	20.9237528	24.8486042	26.167629	23.3533795
CAALFM_C209400CA	139.0163262	149.5340271	112.9247731	180.0016679	44.5386881	88.9811251	31.4987087	130.6063347	48.5613431	52.9284772	40.5950139	56.9150723
CAALFM_C209510CA	65.5846018	82.6863128	68.9999475	93.6312641	88.9782914	47.2154009	128.5713851	74.0474605	155.1898124	136.0985342	178.3797621	137.0980221
CAALFM_C209610WA	18.3191553	24.0911501	18.9471356	27.4316074	15.1923713	17.6769214	24.5106278	20.7011419	26.2719935	20.7903143	32.5787861	20.5748886
CAALFM_C209640WA	123.921059	111.7837224	79.5424593	97.5716318	62.416629	104.6225721	38.9543907	106.679427	41.8880744	66.4831995	35.9591533	49.4732783
CAALFM_C209700WA	13.6296755	15.3063505	9.0457663	13.2701808	8.7210937	8.722554	8.9899446	9.0728327	16.5387584	14.6360851	11.4867745	12.2818186
CAALFM_C209730CA	27.1636459	27.2548739	25.472962	17.3066747	22.1202303	27.302946	27.8569175	20.0276838	25.448174	23.7640409	24.8134091	22.5216931
CAALFM_C209740WA	140.2891932	145.0014693	121.8302839	129.898272	102.6745401	103.9911992	108.0215036	100.0971548	111.1235484	130.0951074	84.8382367	125.7850591
CAALFM_C209750WA	43.0815951	42.4711394	30.059177	36.3664918	103.9294212	134.1500996	164.7582533	92.1965282	291.2713474	146.9311736	267.3322216	153.7282345
CAALFM_C209770CA	9.9764168	8.4904863	7.6502461	8.2319492	8.6817255	9.0141865	10.7022101	7.4554785	14.2057585	7.4492871	12.9391543	8.4018103
CAALFM_C209900CA	174.5103758	195.9634197	101.7002908	177.9850061	146.4372755	187.8577028	102.0839264	191.7394094	161.0074706	208.9277234	127.4009533	167.6999787
CAALFM_C209950WA	137.7615217	196.356846	78.2746647	243.5761442	136.6269515	83.1440808	93.5422917	151.7053703	223.4701107	243.6405097	134.8247735	227.8338109
CAALFM_C209990CA	30.0214917	27.8165442	24.954253	27.0063499	28.9813083	16.0723747	22.8891531	21.4441629	33.8191104	58.3945195	26.6691598	35.3082467
CAALFM_C210060CA	5.7274013	5.158927	2.5969775	4.4616331	6.8716086	12.7799241	3.6741738	8.0832681	8.4517497	11.9591764	3.2473517	11.3540255
CAALFM_C210070WA	0.2225617	0.2415406	0.2079371	0.1848706	0.5752112	0.5015721	0.3759056	0.3944601	0.8658323	0.5920384	0.3167122	0.4104554
CAALFM_C210240WA	103.8776702	85.1712715	49.650056	101.4970371	47.3005351	48.0428639	38.2462616	93.6075688	117.4902685	141.8832443	58.3904871	106.2011897
CAALFM_C210350CA	46.1812407	36.6847942	26.3292988	23.4011744	249.2949609	137.6486874	304.1830588	88.541197	661.754709	525.1090125	679.5945695	565.2257464
CAALFM_C210460CA	56.1271827	54.9867082	43.420786	57.1573142	47.1355129	64.2029982	42.8157032	64.4997208	39.6559429	46.9391218	45.94379	50.3837815
CAALFM_C210480WA	23.6482825	16.2467947	15.8649921	15.5149944	52.4120937	59.2155687	47.6766727	38.975082	74.1173642	63.463363	57.6143425	62.4131182
CAALFM_C210690WA	42.6856033	39.5453404	42.418199	39.8935073	79.138611	95.4856243	145.7014202	66.817506	156.1934711	56.4006429	177.9202128	77.2177039
CAALFM_C300200CA	79.9525218	104.0973364	87.6369571	88.1456603	193.8432289	177.6655127	262.443412	205.9272624	175.5346494	201.5470159	216.7980701	241.2227854
CAALFM_C300260CA	166.9116966	159.0255852	188.8926955	159.5747879	301.0909158	188.5321171	426.3242838	270.8897839	320.8937836	214.5066658	384.386924	308.4008034
CAALFM_C300320WA	1753.034991	2444.1958122	1888.5216583	2504.9568327	355.6089609	462.1971126	532.0617255	632.3236808	615.6685218	1109.3793971	661.1312992	807.7764856
CAALFM_C300480CA	32.1044453	24.6003634	39.9257877	24.5376981	229.507557	105.1443045	382.718825	102.8832308	201.5288175	200.970703	178.7967017	189.4911398
CAALFM_C300640WA	100.8384052	79.8025264	70.2689305	81.1669989	124.1497353	121.7619204	85.0219374	103.0652513	146.8586409	223.0188456	105.8327259	184.6736836
CAALFM_C300650WA	7.2384179	5.9144557	4.9526892	5.0281772	4.1539582	7.8066567	3.4008409	4.8158522	3.4398986	6.2388766	3.0578269	3.3372484
CAALFM_C300710WA	70.0615312	101.4408267	57.595719	82.017677	65.1087914	84.6179172	64.9325017	64.6060324	82.7095209	90.6610864	86.0896161	85.550173
CAALFM_C300720WA	126.2386289	197.1347624	241.9245138	275.6812494	97.8758436	109.366426	211.7803607	145.2557589	203.7263176	212.1579	149.1326612	202.3163909
CAALFM_C300760WA	165.3310869	230.5652319	110.2852262	219.4680383	128.5986481	147.8172814	103.8795575	252.752243	175.8316425	195.7514691	130.9811462	220.871577
CAALFM_C300820WA	26.4304062	35.1896332	18.5881656	29.9972503	31.3606727	31.4014463	29.0847208	32.5515501	51.5648816	38.5335403	36.824734	37.5676014
CAALFM_C300880WA	152.2739643	170.8127083	171.7043227	169.6656826	258.242951	250.6299406	406.4540574	227.1163964	383.2538584	410.7518545	531.0734884	503.3231938
CAALFM_C300900CA	52.3490321	43.7069084	35.7319641	33.6978472	79.5817388	82.8437046	75.8817913	71.4691332	79.4986249	73.294249	68.7357241	72.5479952
CAALFM_C300920WA	66.9218224	27.3380564	46.3325748	15.432554	137.6299819	123.1603158	147.3849589	53.8138521	571.5504442	460.3383744	485.0347627	589.6370712
CAALFM_C300930WA	87.8806268	21.6964866	53.2885523	26.3330281	41.4156038	104.0284717	40.691328	32.2901963	60.0833463	56.4355364	62.5478599	52.389991
CAALFM_C301160WA	56.358186	81.9683992	63.1543424	82.4149169	104.6012556	62.9001706	123.6935278	66.3177816	180.6491083	128.6756774	182.301076	121.4550311
CAALFM_C301300CA	329.6139326	168.8717931	146.9434487	133.4870426	139.3359454	65.4414752	53.0188224	67.7650823	156.5566781	445.1139032	67.4307698	175.9943288
CAALFM_C301350CA	74.0523988	75.0966305	56.7534502	69.4403124	48.3954786	68.9394381	43.5464389	76.1961054	43.5247948	55.4848782	37.9579912	45.6022609
CAALFM_C301460CA	3.1975897	3.7220422	2.2471189	1.4798861	22.6362939	14.3060228	25.6212657	12.7247953	39.6484193	40.6384515	35.657903	35.7016519
CAALFM_C301480CA	31.8313927	37.6839382	13.8388318	31.3809406	41.7037146	60.8137633	29.2577193	50.7575623	85.534514	100.8327157	41.3712249	88.785444
CAALFM_C301510WA	21.0956057	19.8125118	19.2515072	20.3583535	30.0089168	33.5218474	35.6957409	30.8609904	40.7734622	39.1795409	51.8662255	41.870479
CAALFM_C301630WA	129.7325752	124.0375393	82.6419729	111.3885256	148.6894802	181.5393154	127.9232517	165.6138823	128.4389718	158.9992553	107.3445827	150.270436
CAALFM_C301820WA	25.5617409	17.5888368	15.2124708	15.3319083	45.3710786	35.1141462	26.7418028	28.3834666	43.0163807	43.7553266	17.9905903	27.8499685
CAALFM_C302150CA	606.443157	542.1327671	260.8660711	604.0212612	76.7085905	284.9904833	42.0444451	359.7360534	115.0617745	190.2574244	73.4386749	188.9665093
CAALFM_C302280CA	287.7666916	394.4489413	128.6486529	295.4058891	149.4681876	235.3391128	81.3831259	168.8748732	150.9426799	172.2324705	69.3815895	150.7589647
CAALFM_C302310WA	14.2576742	13.3224221	10.7521716	15.5036647	2.8794866	11.4552272	3.1999779	12.9957471	5.0565038	15.1716148	6.3405366	12.3087607
CAALFM_C302320WA	174.561484	188.173596	88.8717973	155.9047289	123.1147159	213.2307962	75.9660152	193.5654557	167.9953396	244.4726852	143.5194027	213.4346429
CAALFM_C302600CA	141.4782719	127.0114511	54.1488177	115.9809584	73.8510689	126.3300417	35.3050674	97.6890194	92.469168	141.9560419	46.0662494	116.1380176
CAALFM_C302610CA	108.2608822	163.4895169	49.1877424	75.4639384	903.1886023	623.3576953	348.2344821	509.0704836	334.1882243	565.2851368	120.262196	292.4057673
CAALFM_C302780WA	506.7190322	501.9878064	369.4377006	450.9458362	264.208328	422.0348126	209.4066767	382.9809545	281.9595486	324.5410696	235.6408449	283.3296859
CAALFM_C302810CA	4.8278644	6.7223666	2.4239326	5.7168582	14.0755593	10.7435873	7.927345	7.7623576	15.662037	29.0204747	14.6374146	18.3485481
CAALFM_C302860WA	6.4717737	5.2190876	6.2431358	3.7832024	11.6448762	23.1681238	13.1098861	11.3308512	20.5676037	15.2899435	15.5749447	13.0807213
CAALFM_C302870CA	4.0194886	3.6245159	3.1754928	3.7315812	3.0654219	4.5702108	4.6832478	3.3387266	5.2375907	5.1484659	3.8099384	5.0778849
CAALFM_C302950CA	93.4053749	69.1106066	62.7507023	58.7325153	31.6356808	122.8994333	21.6477865	91.2119184	41.7243015	64.5342338	35.4271794	62.3669371
CAALFM_C303040WA	129.5612487	107.5254543	117.3659622	95.8012053	133.2117355	325.8527056	104.7870076	166.4638237	127.7908489	173.1174269	138.3007649	176.330084
